model_year,division,carline,eng_displ,cylinders,mpg,aspiration,trans,gears,lockup_torque_converter,drive_sys,fuel_type,intake_valves_per_cyl,exhaust_valves_per_cyl,car_class
2015,hyundai_motor_company,Genesis Coupe,3.8,6,23.4292,Naturally_Aspirated,M,6,0,R,GP,2,2,subcompact_cars
2016,hyundai_motor_company,Genesis Coupe,3.8,6,24.3456,Naturally_Aspirated,SA,8,1,R,GP,2,2,subcompact_cars
2016,hyundai_motor_company,Genesis Coupe,3.8,6,24.3967,Naturally_Aspirated,M,6,0,R,GP,2,2,subcompact_cars
2015,hyundai_motor_company,Genesis RWD,3.8,6,28.1856,Naturally_Aspirated,A,8,1,R,G,2,2,large_cars
2015,hyundai_motor_company,Genesis RWD,5,8,22.6895,Naturally_Aspirated,A,8,1,R,GP,2,2,large_cars
2016,hyundai_motor_company,Genesis RWD,3.8,6,28.1856,Naturally_Aspirated,SA,8,1,R,G,2,2,large_cars
2016,hyundai_motor_company,Genesis RWD,5,8,22.6895,Naturally_Aspirated,SA,8,1,R,GP,2,2,large_cars
2017,hyundai_motor_company,Ioniq,1.6,4,73.4989,Naturally_Aspirated,AM,6,0,F,G,2,2,large_cars
2018,hyundai_motor_company,Ioniq,1.6,4,73.5349,Naturally_Aspirated,AM,6,0,F,G,2,2,large_cars
2017,hyundai_motor_company,Ioniq Blue,1.6,4,77.1931,Naturally_Aspirated,AM,6,0,F,G,2,2,large_cars
2015,hyundai_motor_company,Santa Fe AWD,3.3,6,26.4026,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2016,hyundai_motor_company,Santa Fe AWD,3.3,6,26.3559,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2017,hyundai_motor_company,Santa Fe AWD,3.3,6,26.9909,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2015,hyundai_motor_company,Santa Fe FWD,3.3,6,26.9146,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2016,hyundai_motor_company,Santa Fe FWD,3.3,6,26.9163,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Santa Fe FWD,3.3,6,27.2534,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2015,hyundai_motor_company,Santa Fe Sport AWD,2,4,26.7546,Turbocharged,SA,6,1,A,G,2,2,small_suv_4wd
2015,hyundai_motor_company,Santa Fe Sport AWD,2.4,4,27.7568,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2017,hyundai_motor_company,Santa Fe Sport AWD,2,4,28.754,Turbocharged,SA,6,1,A,G,2,2,small_suv_4wd
2017,hyundai_motor_company,Santa Fe Sport AWD,2.4,4,28.9333,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2015,hyundai_motor_company,Santa Fe Sport FWD,2,4,28.5339,Turbocharged,SA,6,1,F,G,2,2,small_suv_2wd
2015,hyundai_motor_company,Santa Fe Sport FWD,2.4,4,29.8745,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Santa Fe Sport FWD,2,4,30.4698,Turbocharged,SA,6,1,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Santa Fe Sport FWD,2.4,4,31.2071,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Santa Fe Sport ULTIMATE AWD,2,4,27.5571,Turbocharged,SA,6,1,A,G,2,2,small_suv_4wd
2015,hyundai_motor_company,Santa Fe Sport ULTIMATE FWD,2,4,28.6571,Turbocharged,SA,6,1,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Santa Fe Sport ULTIMATE FWD,2,4,29.8268,Turbocharged,SA,6,1,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Santa Fe Ultimate AWD,3.3,6,24.9197,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2015,hyundai_motor_company,Santa Fe ULTIMATE AWD,3.3,6,24.9197,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2017,hyundai_motor_company,Santa Fe Ultimate FWD,3.3,6,25.9196,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2015,hyundai_motor_company,Santa Fe ULTIMATE FWD,3.3,6,25.9196,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2015,hyundai_motor_company,Sonata,1.6,4,42.4116,Turbocharged,AM,7,0,F,G,2,2,large_cars
2015,hyundai_motor_company,Sonata,2,4,34.184,Turbocharged,SA,6,1,F,G,2,2,large_cars
2015,hyundai_motor_company,Sonata,2.4,4,38.2792,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2016,hyundai_motor_company,Sonata,2.4,4,39.4874,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2017,hyundai_motor_company,Sonata,1.6,4,42.4116,Turbocharged,AM,7,0,F,G,2,2,large_cars
2017,hyundai_motor_company,Sonata,2,4,34.184,Turbocharged,SA,6,1,F,G,2,2,large_cars
2017,hyundai_motor_company,Sonata,2.4,4,39.4874,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2018,hyundai_motor_company,Sonata,1.6,4,41.527,Turbocharged,AM,7,0,F,G,2,2,large_cars
2018,hyundai_motor_company,Sonata,2.4,4,38.2558,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2018,hyundai_motor_company,Sonata,2,4,34.6553,Turbocharged,SA,8,1,F,G,2,2,large_cars
2015,hyundai_motor_company,Sonata HYBRID,2.4,4,51.5229,Naturally_Aspirated,AM,6,0,F,G,2,2,midsize_cars
2016,hyundai_motor_company,Sonata HYBRID,2,4,56.3403,Naturally_Aspirated,AM,6,0,F,G,2,2,midsize_cars
2017,hyundai_motor_company,Sonata HYBRID,2,4,56.2803,Naturally_Aspirated,AM,6,0,F,G,2,2,midsize_cars
2015,hyundai_motor_company,Sonata HYBRID LIMITED,2.4,4,51.2581,Naturally_Aspirated,AM,6,0,F,G,2,2,midsize_cars
2016,hyundai_motor_company,Sonata HYBRID SE,2,4,58.137,Naturally_Aspirated,AM,6,0,F,G,2,2,midsize_cars
2017,hyundai_motor_company,Sonata HYBRID SE,2,4,58.137,Naturally_Aspirated,AM,6,0,F,G,2,2,midsize_cars
2017,hyundai_motor_company,Sonata Limited,2,4,32.4015,Turbocharged,SA,6,1,F,G,2,2,large_cars
2015,hyundai_motor_company,Sonata LIMITED,2,4,32.4015,Turbocharged,SA,6,1,F,G,2,2,large_cars
2018,hyundai_motor_company,Sonata SE,2.4,4,39.3716,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2015,hyundai_motor_company,Sonata SPORT/LIMITED,2.4,4,36.6619,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2016,hyundai_motor_company,Sonata SPORT/LIMITED,2.4,4,38.2167,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2017,hyundai_motor_company,Sonata SPORT/LIMITED,2.4,4,38.2167,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2015,hyundai_motor_company,Tucson AWD,2,4,29.6382,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2015,hyundai_motor_company,Tucson AWD,2.4,4,28.7825,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2016,hyundai_motor_company,Tucson AWD,1.6,4,33.8504,Turbocharged,AM,7,0,A,G,2,2,small_suv_4wd
2016,hyundai_motor_company,Tucson AWD,2,4,30.6586,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2017,hyundai_motor_company,Tucson AWD,1.6,4,33.8504,Turbocharged,AM,7,0,A,G,2,2,small_suv_4wd
2017,hyundai_motor_company,Tucson AWD,2,4,30.6586,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2018,hyundai_motor_company,Tucson AWD,2.4,4,29.6064,Naturally_Aspirated,SA,6,1,A,G,2,2,small_suv_4wd
2016,hyundai_motor_company,Tucson Eco AWD,1.6,4,36.265,Turbocharged,AM,7,0,A,G,2,2,small_suv_4wd
2017,hyundai_motor_company,Tucson Eco AWD,1.6,4,36.265,Turbocharged,AM,7,0,A,G,2,2,small_suv_4wd
2016,hyundai_motor_company,Tucson Eco FWD,1.6,4,38.3493,Turbocharged,AM,7,0,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Tucson Eco FWD,1.6,4,38.3493,Turbocharged,AM,7,0,F,G,2,2,small_suv_2wd
2015,hyundai_motor_company,Tucson FWD,2,4,33.3719,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2015,hyundai_motor_company,Tucson FWD,2.4,4,30.8667,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2016,hyundai_motor_company,Tucson FWD,1.6,4,36.1046,Turbocharged,AM,7,0,F,G,2,2,small_suv_2wd
2016,hyundai_motor_company,Tucson FWD,2,4,34.7953,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Tucson FWD,1.6,4,36.1046,Turbocharged,AM,7,0,F,G,2,2,small_suv_2wd
2017,hyundai_motor_company,Tucson FWD,2,4,34.7953,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2018,hyundai_motor_company,Tucson FWD,2.4,4,31.6901,Naturally_Aspirated,SA,6,1,F,G,2,2,small_suv_2wd
2015,hyundai_motor_company,Veloster,1.6,4,40.8417,Naturally_Aspirated,AM,6,0,F,G,2,2,compact_cars
2015,hyundai_motor_company,Veloster,1.6,4,35.2534,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2015,hyundai_motor_company,Veloster,1.6,4,36.6353,Turbocharged,M,6,0,F,G,2,2,compact_cars
2015,hyundai_motor_company,Veloster,1.6,4,39.3828,Naturally_Aspirated,M,6,0,F,G,2,2,compact_cars
2016,hyundai_motor_company,Veloster,1.6,4,38.8602,Turbocharged,AM,6,1,F,G,2,2,compact_cars
2016,hyundai_motor_company,Veloster,1.6,4,42.1145,Naturally_Aspirated,AM,6,0,F,G,2,2,compact_cars
2016,hyundai_motor_company,Veloster,1.6,4,37.6194,Turbocharged,M,6,0,F,G,2,2,compact_cars
2016,hyundai_motor_company,Veloster,1.6,4,40.0936,Naturally_Aspirated,M,6,0,F,G,2,2,compact_cars
2017,hyundai_motor_company,Veloster,1.6,4,42.4981,Naturally_Aspirated,AM,6,0,F,G,2,2,compact_cars
2017,hyundai_motor_company,Veloster,1.6,4,38.8602,Turbocharged,AM,7,0,F,G,2,2,compact_cars
2017,hyundai_motor_company,Veloster,1.6,4,37.6194,Turbocharged,M,6,0,F,G,2,2,compact_cars
2017,hyundai_motor_company,Veloster,1.6,4,40.064,Naturally_Aspirated,M,6,0,F,G,2,2,compact_cars
2015,infiniti,Q50,3.7,6,30.134,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2016,infiniti,Q50,2,4,35.1555,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2016,infiniti,Q50,3,6,29.7274,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2017,infiniti,Q50,2,4,35.1555,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2017,infiniti,Q50,3,6,30.061,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2018,infiniti,Q50,2,4,34.7593,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2018,infiniti,Q50,3,6,30.3495,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2015,infiniti,Q50 AWD,3.7,6,28.3627,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2016,infiniti,Q50 AWD,2,4,33.5308,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2016,infiniti,Q50 AWD,3,6,29.1557,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2017,infiniti,Q50 AWD,2,4,33.4391,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2017,infiniti,Q50 AWD,3,6,28.6255,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2018,infiniti,Q50 AWD,2,4,33.2205,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2018,infiniti,Q50 AWD,3,6,28.6413,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2018,infiniti,Q50 AWD RED SPORT,3,6,28.8342,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2015,infiniti,Q50 HYBRID,3.5,6,43.1029,Naturally_Aspirated,SA,7,1,R,GPR,2,2,compact_cars
2017,infiniti,Q50 HYBRID,3.5,6,39.1673,Naturally_Aspirated,SA,7,1,R,GPR,2,2,compact_cars
2015,infiniti,Q50 HYBRID AWD,3.5,6,41.3655,Naturally_Aspirated,SA,7,1,A,GPR,2,2,compact_cars
2017,infiniti,Q50 HYBRID AWD,3.5,6,37.3977,Naturally_Aspirated,SA,7,1,A,GPR,2,2,compact_cars
2018,infiniti,Q50 RED SPORT,3,6,28.9538,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2015,infiniti,Q50a,3.7,6,30.4945,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2015,infiniti,Q50a AWD,3.7,6,28.4216,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2017,infiniti,Q50S  RED SPORT,3,6,29.4319,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2016,infiniti,Q50S AWD,3,6,27.5527,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2016,infiniti,Q50S AWD Red Sport,3,6,28.3804,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2017,infiniti,Q50S AWD RED SPORT,3,6,28.3804,Turbocharged,SA,7,1,A,GPR,2,2,midsize_cars
2015,infiniti,Q50S HYBRID,3.5,6,40.9298,Naturally_Aspirated,SA,7,1,R,GPR,2,2,compact_cars
2015,infiniti,Q50S HYBRID AWD,3.5,6,38.2417,Naturally_Aspirated,SA,7,1,A,GPR,2,2,compact_cars
2016,infiniti,Q50S Red Sport,3,6,29.4319,Turbocharged,SA,7,1,R,GPR,2,2,midsize_cars
2015,infiniti,Q60,3.7,6,28.3188,Naturally_Aspirated,SA,7,1,R,GPR,2,2,subcompact_cars
2015,infiniti,Q60,3.7,6,26.2512,Naturally_Aspirated,M,6,0,R,GPR,2,2,subcompact_cars
2017,infiniti,Q60,2,4,34.4893,Turbocharged,SA,7,1,R,GPR,2,2,subcompact_cars
2017,infiniti,Q60,3,6,29.5309,Turbocharged,SA,7,1,R,GPR,2,2,subcompact_cars
2018,infiniti,Q60,3,6,29.5823,Turbocharged,SA,7,1,R,GPR,2,2,subcompact_cars
2015,infiniti,Q60 AWD,3.7,6,26.5717,Naturally_Aspirated,SA,7,1,A,GPR,2,2,subcompact_cars
2017,infiniti,Q60 AWD,2,4,31.7071,Turbocharged,SA,7,1,A,GPR,2,2,subcompact_cars
2017,infiniti,Q60 AWD,3,6,28.7775,Turbocharged,SA,7,1,A,GPR,2,2,subcompact_cars
2018,infiniti,Q60 AWD,3,6,28.6233,Turbocharged,SA,7,1,A,GPR,2,2,subcompact_cars
2018,infiniti,Q60 AWD RED SPORT,3,6,28.2413,Turbocharged,SA,7,1,A,GPR,2,2,subcompact_cars
2015,infiniti,Q60 Convertible,3.7,6,26.5297,Naturally_Aspirated,SA,7,1,R,GPR,2,2,subcompact_cars
2015,infiniti,Q60 Convertible,3.7,6,24.8373,Naturally_Aspirated,M,6,0,R,GPR,2,2,subcompact_cars
2018,infiniti,Q60 RED SPORT,3,6,29.9843,Turbocharged,SA,7,1,R,GPR,2,2,subcompact_cars
2017,infiniti,Q60S AWD RED SPORT,3,6,27.9569,Turbocharged,SA,7,1,A,GPR,2,2,subcompact_cars
2017,infiniti,Q60S RED SPORT,3,6,29.4436,Turbocharged,SA,7,1,R,GPR,2,2,subcompact_cars
2015,infiniti,Q70,3.7,6,27.0797,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2015,infiniti,Q70,5.6,8,24.8658,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2016,infiniti,Q70,3.7,6,26.8477,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2017,infiniti,Q70,3.7,6,26.8099,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2017,infiniti,Q70,5.6,8,24.8658,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2018,infiniti,Q70,3.7,6,26.7829,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2015,infiniti,Q70 AWD,3.7,6,26.3348,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2015,infiniti,Q70 AWD,5.6,8,23.5866,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2016,infiniti,Q70 AWD,3.7,6,26.2833,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2016,infiniti,Q70 AWD,5.6,8,23.6078,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2017,infiniti,Q70 AWD,3.7,6,26.2789,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2017,infiniti,Q70 AWD,5.6,8,23.5739,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2018,infiniti,Q70 AWD,3.7,6,26.2725,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2018,infiniti,Q70 AWD,5.6,8,23.4043,Naturally_Aspirated,SA,7,1,A,GPR,2,2,midsize_cars
2015,infiniti,Q70 HYBRID,3.5,6,42.0623,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2017,infiniti,Q70 HYBRID,3.5,6,41.051,Naturally_Aspirated,SA,7,1,R,GPR,2,2,midsize_cars
2017,infiniti,QX30,2,4,36.8592,Turbocharged,AM,7,1,F,GPR,2,2,compact_cars
2017,infiniti,QX30 AWD,2,4,32.5001,Turbocharged,AM,7,1,A,GPR,2,2,compact_cars
2015,infiniti,QX50,3.7,6,26.4425,Naturally_Aspirated,SA,7,1,R,GPR,2,2,small_station_wagons
2016,infiniti,QX50,3.7,6,25.9717,Naturally_Aspirated,SA,7,1,R,GPR,2,2,small_station_wagons
2017,infiniti,QX50,3.7,6,25.9717,Naturally_Aspirated,SA,7,1,R,GPR,2,2,small_station_wagons
2015,infiniti,QX50 AWD,3.7,6,25.8367,Naturally_Aspirated,SA,7,1,A,GPR,2,2,small_station_wagons
2016,infiniti,QX50 AWD,3.7,6,25.5795,Naturally_Aspirated,SA,7,1,A,GPR,2,2,small_station_wagons
2017,infiniti,QX50 AWD,3.7,6,25.5795,Naturally_Aspirated,SA,7,1,A,GPR,2,2,small_station_wagons
2015,infiniti,QX60 AWD,3.5,6,29.7273,Naturally_Aspirated,SCV,7,1,A,GP,2,2,small_suv_4wd
2016,infiniti,QX60 AWD,3.5,6,29.6903,Naturally_Aspirated,SCV,7,1,A,GP,2,2,small_suv_4wd
2017,infiniti,QX60 AWD,3.5,6,28.461,Naturally_Aspirated,SCV,7,1,A,GP,2,2,small_suv_4wd
2018,infiniti,QX60 AWD,3.5,6,28.4496,Naturally_Aspirated,SCV,7,1,A,GP,2,2,small_suv_4wd
2017,infiniti,QX60 AWD Hybrid,2.5,4,36.1663,Supercharged,SCV,7,1,A,G,2,2,standard_suv_4wd
2015,infiniti,QX60 FWD,3.5,6,30.622,Naturally_Aspirated,SCV,7,1,F,GP,2,2,small_suv_2wd
2017,infiniti,QX60 FWD,3.5,6,29.3305,Naturally_Aspirated,SCV,7,1,F,GP,2,2,small_suv_2wd
2017,infiniti,QX60 FWD Hybrid,2.5,4,37.0001,Supercharged,SCV,7,1,F,G,2,2,standard_suv_2wd
2016,infiniti,QX60 Hybrid AWD,2.5,4,36.1495,Supercharged,SCV,7,1,A,G,2,2,standard_suv_4wd
2015,infiniti,QX60 HYBRID AWD,2.5,4,36.1667,Supercharged,SCV,7,1,A,G,2,2,standard_suv_4wd
2015,infiniti,QX60 HYBRID FWD,2.5,4,37.0001,Supercharged,SCV,7,1,F,G,2,2,standard_suv_2wd
2015,infiniti,QX70 AWD,3.7,6,23.7288,Naturally_Aspirated,SA,7,1,A,GPR,2,2,small_suv_4wd
2016,infiniti,QX70 AWD,3.7,6,23.7353,Naturally_Aspirated,SA,7,1,A,GPR,2,2,small_suv_4wd
2017,infiniti,QX70 AWD,3.7,6,23.708,Naturally_Aspirated,SA,7,1,A,GPR,2,2,small_suv_4wd
2015,infiniti,QX70 RWD,3.7,6,25.2918,Naturally_Aspirated,SA,7,1,R,GPR,2,2,small_suv_2wd
2017,infiniti,QX70 RWD,3.7,6,25.2918,Naturally_Aspirated,SA,7,1,R,GPR,2,2,small_suv_2wd
2015,infiniti,QX80 2WD,5.6,8,20.9378,Naturally_Aspirated,SA,7,1,R,GP,2,2,standard_suv_2wd
2016,infiniti,QX80 2WD,5.6,8,20.8515,Naturally_Aspirated,SA,7,1,R,GP,2,2,standard_suv_2wd
2017,infiniti,QX80 2WD,5.6,8,20.8555,Naturally_Aspirated,SA,7,1,R,GP,2,2,standard_suv_2wd
2018,infiniti,QX80 2WD,5.6,8,20.8399,Naturally_Aspirated,SA,7,1,R,GP,2,2,standard_suv_2wd
2015,infiniti,QX80 4WD,5.6,8,20.616,Naturally_Aspirated,SA,7,1,4,GP,2,2,standard_suv_4wd
2016,infiniti,QX80 4WD,5.6,8,19.9778,Naturally_Aspirated,SA,7,1,4,GP,2,2,standard_suv_4wd
2017,infiniti,QX80 4WD,5.6,8,19.9445,Naturally_Aspirated,SA,7,1,4,GP,2,2,standard_suv_4wd
2018,infiniti,QX80 4WD,5.6,8,19.9774,Naturally_Aspirated,SA,7,1,4,GP,2,2,standard_suv_4wd
2015,infiniti,QX80 4WD (over 6000 lbs curb weight),5.6,8,19.4324,Naturally_Aspirated,SA,7,1,4,GP,2,2,standard_suv_4wd
2017,jaguar,F-Pace,2,4,39.2124,Turbocharged,SA,8,1,A,DU,2,2,small_suv_4wd
2017,jaguar,F-Pace,3,6,25.9024,Supercharged,SA,8,1,A,GP,2,2,small_suv_4wd
2018,jaguar,F-Pace,2,4,31.596,Turbocharged,SA,8,1,A,GP,2,2,small_suv_4wd
2018,jaguar,F-Pace (296 Hp),2,4,31.546,Turbocharged,SA,8,1,A,GP,2,2,small_suv_4wd
2015,jaguar,F-TYPE Convertible,3,6,29.921,Supercharged,SA,8,1,R,GP,2,2,two_seaters
2016,jaguar,F-TYPE Convertible,3,6,29.3454,Supercharged,SA,8,1,R,GP,2,2,two_seaters
2017,jaguar,F-TYPE Convertible,3,6,29.8689,Supercharged,SA,8,1,R,GP,2,2,two_seaters
2018,jaguar,F-TYPE Convertible,2,4,34.2607,Turbocharged,SA,8,1,R,GP,2,2,two_seaters
2016,jaguar,F-TYPE Convertible Manual,3,6,24.1231,Supercharged,M,6,0,R,GP,2,2,two_seaters
2017,jaguar,F-TYPE Convertible Manual,3,6,24.1231,Supercharged,M,6,0,R,GP,2,2,two_seaters
2016,jaguar,F-TYPE R AWD Convertible,5,8,22.5528,Supercharged,SA,8,1,A,GP,2,2,two_seaters
2017,jaguar,F-TYPE R AWD Convertible,5,8,22.5528,Supercharged,SA,8,1,A,GP,2,2,two_seaters
2015,jaguar,F-TYPE R Coupe,5,8,23.7078,Supercharged,SA,8,1,R,GP,2,2,two_seaters
2016,jaguar,F-TYPE S AWD Convertible,3,6,27.2521,Supercharged,SA,8,1,A,GP,2,2,two_seaters
2017,jaguar,F-TYPE S AWD Convertible,3,6,27.2521,Supercharged,SA,8,1,A,GP,2,2,two_seaters
2015,jaguar,F-TYPE S Convertible,3,6,29.0058,Supercharged,SA,8,1,R,GP,2,2,two_seaters
2016,jaguar,F-TYPE S Convertible,3,6,28.3245,Supercharged,SA,8,1,R,GP,2,2,two_seaters
2017,jaguar,F-TYPE S Convertible,3,6,28.6391,Supercharged,SA,8,1,R,GP,2,2,two_seaters
2016,jaguar,F-TYPE S Convertible Manual,3,6,23.567,Supercharged,M,6,0,R,GP,2,2,two_seaters
2017,jaguar,F-TYPE S Convertible Manual,3,6,23.567,Supercharged,M,6,0,R,GP,2,2,two_seaters
2018,jaguar,Jaguar E-Pace,2,4,31.697,Turbocharged,SA,9,1,A,GP,2,2,small_suv_4wd
2018,jaguar,Jaguar E-Pace (296 Hp),2,4,30.938,Turbocharged,SA,9,1,A,GP,2,2,small_suv_4wd
2017,jaguar,XE,2,4,31.7713,Turbocharged,SA,8,1,R,GP,2,2,compact_cars
2017,jaguar,XE,2,4,49.9225,Turbocharged,SA,8,1,R,DU,2,2,compact_cars
2017,jaguar,XE,3,6,31.7079,Supercharged,SA,8,1,R,GP,2,2,compact_cars
2018,jaguar,XE,2,4,38.3043,Turbocharged,SA,8,1,R,GP,2,2,compact_cars
2018,jaguar,XE (296 Hp),2,4,35.7393,Turbocharged,SA,8,1,R,GP,2,2,compact_cars
2017,jaguar,XE AWD,2,4,46.955,Turbocharged,SA,8,1,A,DU,2,2,compact_cars
2017,jaguar,XE AWD,3,6,30.4619,Supercharged,SA,8,1,A,GP,2,2,compact_cars
2018,jaguar,XE AWD,2,4,37.0537,Turbocharged,SA,8,1,A,GP,2,2,compact_cars
2018,jaguar,XE AWD (296 Hp),2,4,33.3644,Turbocharged,SA,8,1,A,GP,2,2,compact_cars
2015,jaguar,XF,2,4,29.3742,Turbocharged,SA,8,1,R,GPR,2,2,midsize_cars
2015,jaguar,XF,3,6,27.9949,Supercharged,SA,8,1,R,GP,2,2,midsize_cars
2015,jaguar,XF,5,8,22.9305,Supercharged,SA,8,1,R,GP,2,2,midsize_cars
2016,jaguar,XF,3,6,30.8134,Supercharged,SA,8,1,R,GP,2,2,midsize_cars
2017,jaguar,XF,2,4,48.6848,Turbocharged,SA,8,1,R,DU,2,2,midsize_cars
2017,jaguar,XF,3,6,30.8134,Supercharged,SA,8,1,R,GP,2,2,midsize_cars
2015,jaguar,XF AWD,3,6,26.292,Supercharged,SA,8,1,A,GP,2,2,midsize_cars
2016,jaguar,XF AWD,3,6,29.8142,Supercharged,SA,8,1,A,GP,2,2,midsize_cars
2017,jaguar,XF AWD,3,6,29.8142,Supercharged,SA,8,1,A,GP,2,2,midsize_cars
2018,jaguar,XF AWD,2,4,35.675,Turbocharged,SA,8,1,A,GP,2,2,midsize_cars
2018,jaguar,XF AWD (296 Hp),2,4,33.8772,Turbocharged,SA,8,1,A,GP,2,2,midsize_cars
2015,jaguar,XF FFV,5,8,22.8956,Supercharged,SA,8,1,R,GP,2,2,midsize_cars
2018,jaguar,XF Sportbrake AWD,3,6,27.1483,Supercharged,SA,8,1,A,GP,2,2,midsize_station_wagons
2015,jaguar,XJ,5,8,22.7512,Supercharged,SA,8,1,R,GP,2,2,large_cars
2016,jaguar,XJ,3,6,27.9589,Supercharged,SA,8,1,R,GP,2,2,large_cars
2017,jaguar,XJ,3,6,27.9589,Supercharged,SA,8,1,R,GP,2,2,large_cars
2017,jaguar,XJ,5,8,22.7512,Supercharged,SA,8,1,R,GP,2,2,large_cars
2015,jaguar,XJ AWD,3,6,24.5721,Supercharged,SA,8,1,A,GP,2,2,large_cars
2016,jaguar,XJ AWD,3,6,25.9443,Supercharged,SA,8,1,A,GP,2,2,large_cars
2017,jaguar,XJ AWD,3,6,25.9443,Supercharged,SA,8,1,A,GP,2,2,large_cars
2015,jaguar,XJ FFV,3,6,27.5347,Supercharged,SA,8,1,R,GP,2,2,large_cars
2016,jaguar,XJL,3,6,27.723,Supercharged,SA,8,1,R,GP,2,2,large_cars
2017,jaguar,XJL,3,6,27.723,Supercharged,SA,8,1,R,GP,2,2,large_cars
